,id,speaker_id,utterance_order,transcript_id,corpus_id,gloss,num_tokens,stem,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_id,target_child_age,target_child_name,target_child_sex,type,media_end,media_start,media_unit,collection_id,collection_name,num_morphemes,language,corpus_name
75,1788437,3390,216,5217,48,asked xxx,2,ask,part,MAL,,Adult,,,,,declarative,,,,3,Eng-NA,2.0,eng,HSLLD
76,1788447,3390,217,5217,48,xxx,1,,,MAL,,Adult,,,,,declarative,,,,3,Eng-NA,,eng,HSLLD
77,1788453,3352,218,5217,48,,0,,,MA2,,Adult,,,,,declarative,,,,3,Eng-NA,,eng,HSLLD
78,1788462,3352,219,5217,48,xxx come to pick you up xxx,7,come to pick you up,v prep v pro:per adv,MA2,,Adult,,,,,declarative,,,,3,Eng-NA,5.0,eng,HSLLD
79,1788489,3437,220,5217,48,xxx,1,,,FEM,,Adult,,,,,declarative,,,,3,Eng-NA,,eng,HSLLD
80,1789031,3390,246,5217,48,well I hope you don't expect me xxx,8,well I hope you do expect me,co pro:sub v pro:per mod v pro:obj,MAL,,Adult,,,,,declarative,,,,3,Eng-NA,8.0,eng,HSLLD
81,1789057,3437,247,5217,48,work honey work,3,work honey work,n n n,FEM,,Adult,,,,,declarative,,,,3,Eng-NA,3.0,eng,HSLLD
82,1789193,3488,65,5227,48,what is the America Cup,5,what be the America Cup,pro:int cop det:art n:prop n:prop,XXX,,Adult,3276.0,91.7246760713772,,female,declarative,,,,3,Eng-NA,6.0,eng,HSLLD
83,1789208,3489,66,5227,48,no,1,no,co,ALX,,Adult,3276.0,91.7246760713772,,female,declarative,,,,3,Eng-NA,1.0,eng,HSLLD
84,1789221,3489,68,5227,48,Bruce,1,Bruce,n:prop,ALX,,Adult,3276.0,91.7246760713772,,female,question,,,,3,Eng-NA,1.0,eng,HSLLD
85,1789230,3488,69,5227,48,what is the America's cup,5,what be the America cup,pro:int cop det:art n:prop n,XXX,,Adult,3276.0,91.7246760713772,,female,question,,,,3,Eng-NA,7.0,eng,HSLLD
86,1789259,3437,253,5217,48,look at this,3,look at this,v prep pro:dem,FEM,,Adult,,,,,declarative,,,,3,Eng-NA,3.0,eng,HSLLD
87,1789272,3390,254,5217,48,I don't work hard at all,6,I do work hard at all,pro:sub mod v adv prep pro:indef,MAL,,Adult,,,,,declarative,,,,3,Eng-NA,7.0,eng,HSLLD
88,1789534,3484,269,5217,48,whoo that don't you xxx,5,whoo that do you,co pro:rel mod pro:per,FE2,,Adult,,,,,declarative,,,,3,Eng-NA,5.0,eng,HSLLD
89,1789549,3485,270,5217,48,,0,,,FE3,,Adult,,,,,declarative,,,,3,Eng-NA,,eng,HSLLD
90,1790019,3437,289,5217,48,that's country,2,that country,pro:dem n,FEM,,Adult,,,,,declarative,,,,3,Eng-NA,3.0,eng,HSLLD
91,1790029,3390,290,5217,48,yeah,1,yeah,co,MAL,,Adult,,,,,declarative,,,,3,Eng-NA,1.0,eng,HSLLD
92,1790098,3437,294,5217,48,I put some on me,5,I put some on me,pro:sub v qn prep pro:obj,FEM,,Adult,,,,,declarative,,,,3,Eng-NA,6.0,eng,HSLLD
93,1790112,3390,295,5217,48,xxx,1,,,MAL,,Adult,,,,,declarative,,,,3,Eng-NA,,eng,HSLLD
94,1790112,3390,295,5217,48,xxx,1,,,MAL,,Adult,,,,,declarative,,,,3,Eng-NA,,eng,HSLLD
95,1790121,3437,296,5217,48,oh but I don't know how I'm gonna squirt you have the baby,13,oh but I do know how I gonna squirt you have the baby,co conj pro:sub mod v adv:int pro:sub mod:aux v pro:per v det:art n,FEM,,Adult,,,,,self interruption,,,,3,Eng-NA,15.0,eng,HSLLD
96,1790301,3437,303,5217,48,you were just asking me,5,you be just ask me,pro:per aux adv part pro:obj,FEM,,Adult,,,,,declarative,,,,3,Eng-NA,7.0,eng,HSLLD
97,1790326,3390,304,5217,48,what,1,what,pro:int,MAL,,Adult,,,,,question,,,,3,Eng-NA,1.0,eng,HSLLD
98,1792060,3437,373,5217,48,you could've xxx three years on xxx Park Avenue,9,you could three year on Park Avenue,pro:per mod det:num n prep n:prop n:prop,FEM,,Adult,,,,,declarative,,,,3,Eng-NA,9.0,eng,HSLLD
99,1792090,3390,374,5217,48,now I'm gonna take care of you,7,now I gonna take care of you,adv pro:sub mod:aux v n prep pro:per,MAL,,Adult,,,,,declarative,,,,3,Eng-NA,8.0,eng,HSLLD
100,1792090,3390,374,5217,48,now I'm gonna take care of you,7,now I gonna take care of you,adv pro:sub mod:aux v n prep pro:per,MAL,,Adult,,,,,declarative,,,,3,Eng-NA,8.0,eng,HSLLD
101,1792118,3437,375,5217,48,,0,,,FEM,,Adult,,,,,declarative,,,,3,Eng-NA,,eng,HSLLD
102,1793658,3390,572,5215,48,and a brew or not,5,and a brew or not,coord det:art n coord neg,MAL,,Adult,3276.0,92.199018460338,,female,declarative,,,,3,Eng-NA,5.0,eng,HSLLD
103,1793692,3437,573,5215,48,how,1,how,adv:int,FEM,,Adult,3276.0,92.199018460338,,female,question,,,,3,Eng-NA,1.0,eng,HSLLD
104,1793930,3437,585,5215,48,how's the spring water in there,6,how the spring water in there,adv:int det:art n n prep adv,FEM,,Adult,3276.0,92.199018460338,,female,question,,,,3,Eng-NA,7.0,eng,HSLLD
105,1793945,3390,586,5215,48,hm,1,hm,co,MAL,,Adult,3276.0,92.199018460338,,female,declarative,,,,3,Eng-NA,1.0,eng,HSLLD
106,1793965,3488,281,5227,48,French one oh one for two hundred please,8,French one oh one for two hundred please,n:prop pro:indef co pro:indef prep det:num det:num co,XXX,,Adult,3276.0,91.7246760713772,,female,declarative,,,,3,Eng-NA,8.0,eng,HSLLD
107,1793987,3489,282,5227,48,you had to get here eventually,6,you have to get here eventual,pro:per v inf v adv adv,ALX,,Adult,3276.0,91.7246760713772,,female,declarative,,,,3,Eng-NA,9.0,eng,HSLLD
108,2126968,3663,632,5657,49,good morning,2,good morning,adj n,AD1,Adult1,Adult,3658.0,19.0003901517485,Naima,female,declarative,1893.586,1892.95,s,3,Eng-NA,2.0,eng,Providence
109,2126984,3664,633,5657,49,good morning,2,good morning,adj n,AD2,Adult2,Adult,3658.0,19.0003901517485,Naima,female,declarative,,,,3,Eng-NA,2.0,eng,Providence
110,2127016,3663,635,5657,49,oh no,2,oh no,co co,AD1,Adult1,Adult,3658.0,19.0003901517485,Naima,female,declarative,,,,3,Eng-NA,2.0,eng,Providence
111,2127034,3664,636,5657,49,no,1,no,co,AD2,Adult2,Adult,3658.0,19.0003901517485,Naima,female,declarative,,,,3,Eng-NA,1.0,eng,Providence
112,2132995,3664,1606,5649,49,xxx,1,,,AD2,Adult2,Adult,3658.0,16.5260066941826,Naima,female,declarative,3747.215,3744.611,s,3,Eng-NA,,eng,Providence
113,2133004,3665,1607,5649,49,hi,1,hi,co,AD3,Adult3,Adult,3658.0,16.5260066941826,Naima,female,declarative,,,,3,Eng-NA,1.0,eng,Providence
114,2485903,3942,454,6285,54,very good,2,very good,adv adj,AUD,Audience1,Adult,,,,,declarative,1034.883,1032.863,s,3,Eng-NA,2.0,eng,MacWhinney
115,2485914,3944,455,6285,54,what a nice play,4,what a nice play,pro:int det:art adj n,AU2,Audience2,Adult,,,,,declarative,1036.81,1034.883,s,3,Eng-NA,4.0,eng,MacWhinney
116,2485914,3944,455,6285,54,what a nice play,4,what a nice play,pro:int det:art adj n,AU2,Audience2,Adult,,,,,declarative,1036.81,1034.883,s,3,Eng-NA,4.0,eng,MacWhinney
117,2485927,3943,456,6285,54,wonderful,1,wonder,adj,AU3,Audience3,Adult,,,,,declarative,1037.995,1036.81,s,3,Eng-NA,2.0,eng,MacWhinney
118,2547216,4130,644,6426,57,well,1,well,co,MAD,Male,Adult,4123.0,57.00117045524551,Remi,male,declarative,,,,3,Eng-NA,1.0,eng,Hall
119,2547229,4136,645,6426,57,how are the roads today,5,how be the road today,adv:int aux det:art n adv:tem,FAD,Female,Adult,4123.0,57.00117045524551,Remi,male,question,,,,3,Eng-NA,7.0,eng,Hall
120,2547393,4130,653,6426,57,the main roads are fine don't worry about them,9,the main road be fine do worry about them,det:art adj n cop adv mod v prep pro:obj,MAD,Male,Adult,4123.0,57.00117045524551,Remi,male,declarative,,,,3,Eng-NA,12.0,eng,Hall
121,2547435,4136,654,6426,57,okay,1,okay,co,FAD,Female,Adult,4123.0,57.00117045524551,Remi,male,declarative,,,,3,Eng-NA,1.0,eng,Hall
122,2552101,4055,861,6420,57,pero un diga,3,pero un diga,L2 L2 L2,FAD,Female,Adult,4043.0,57.00117045524551,Brett,male,question,,,,3,Eng-NA,3.0,eng,Hall
123,2552123,4049,862,6420,57,adios,1,adios,L2,MAD,Male,Adult,4043.0,57.00117045524551,Brett,male,declarative,,,,3,Eng-NA,1.0,eng,Hall
124,2552123,4049,862,6420,57,adios,1,adios,L2,MAD,Male,Adult,4043.0,57.00117045524551,Brett,male,declarative,,,,3,Eng-NA,1.0,eng,Hall
125,2552133,4055,863,6420,57,bye bye,2,bye bye,co co,FAD,Female,Adult,4043.0,57.00117045524551,Brett,male,declarative,,,,3,Eng-NA,2.0,eng,Hall
126,2552167,4055,865,6420,57,his mother's father,3,his mother father,det:poss n n,FAD,Female,Adult,4043.0,57.00117045524551,Brett,male,declarative,,,,3,Eng-NA,4.0,eng,Hall
127,2552183,4049,866,6420,57,oh yeah,2,oh yeah,co co,MAD,Male,Adult,4043.0,57.00117045524551,Brett,male,declarative,,,,3,Eng-NA,2.0,eng,Hall
128,2552183,4049,866,6420,57,oh yeah,2,oh yeah,co co,MAD,Male,Adult,4043.0,57.00117045524551,Brett,male,declarative,,,,3,Eng-NA,2.0,eng,Hall
129,2552197,4055,867,6420,57,xxx talking,2,talk,part,FAD,Female,Adult,4043.0,57.00117045524551,Brett,male,question,,,,3,Eng-NA,2.0,eng,Hall
130,2552197,4055,867,6420,57,xxx talking,2,talk,part,FAD,Female,Adult,4043.0,57.00117045524551,Brett,male,question,,,,3,Eng-NA,2.0,eng,Hall
131,2552221,4049,868,6420,57,that's her father,3,that her father,pro:dem det:poss n,MAD,Male,Adult,4043.0,57.00117045524551,Brett,male,question,,,,3,Eng-NA,4.0,eng,Hall
132,2552221,4049,868,6420,57,that's her father,3,that her father,pro:dem det:poss n,MAD,Male,Adult,4043.0,57.00117045524551,Brett,male,question,,,,3,Eng-NA,4.0,eng,Hall
133,2552241,4055,869,6420,57,mhm he's nice,3,yes he nice,co pro:sub adj,FAD,Female,Adult,4043.0,57.00117045524551,Brett,male,declarative,,,,3,Eng-NA,4.0,eng,Hall
134,2552609,4055,891,6420,57,young,1,young,adj,FAD,Female,Adult,4043.0,57.00117045524551,Brett,male,declarative,,,,3,Eng-NA,1.0,eng,Hall
135,2552618,4049,892,6420,57,xxx I'll be runn this lady xxx she'd like to sit down,12,I be this lady she like to sit down,pro:sub cop pro:dem n pro:sub v inf v adv,MAD,Male,Adult,4043.0,57.00117045524551,Brett,male,declarative,,,,3,Eng-NA,11.0,eng,Hall
136,2552618,4049,892,6420,57,xxx I'll be runn this lady xxx she'd like to sit down,12,I be this lady she like to sit down,pro:sub cop pro:dem n pro:sub v inf v adv,MAD,Male,Adult,4043.0,57.00117045524551,Brett,male,declarative,,,,3,Eng-NA,11.0,eng,Hall
137,2552664,4055,893,6420,57,xxx,1,,,FAD,Female,Adult,4043.0,57.00117045524551,Brett,male,declarative,,,,3,Eng-NA,,eng,Hall
138,2553941,4156,964,6428,57,awright,1,alright,co,MAD,Male,Adult,4151.0,57.00117045524551,Von,male,declarative,,,,3,Eng-NA,1.0,eng,Hall
139,2553952,4162,965,6428,57,okay xxx,2,okay,co,FAD,Female,Adult,4151.0,57.00117045524551,Von,male,declarative,,,,3,Eng-NA,1.0,eng,Hall
140,2554069,4156,971,6428,57,how are you,3,how be you,adv:int aux pro:per,MAD,Male,Adult,4151.0,57.00117045524551,Von,male,question,,,,3,Eng-NA,4.0,eng,Hall
141,2554089,4162,972,6428,57,so I'm gonna go back,5,so I gonna go back,co pro:sub mod:aux v adv,FAD,Female,Adult,4151.0,57.00117045524551,Von,male,declarative,,,,3,Eng-NA,6.0,eng,Hall
142,2557446,4067,1059,6421,57,how are ya,3,how be you,adv:int aux pro:per,FAD,Female,Adult,4056.0,57.00117045524551,Chris,male,question,,,,3,Eng-NA,4.0,eng,Hall
143,2557466,4062,1060,6421,57,hello there Christopher,3,hello there Christopher,co adv n:prop,MAD,Male,Adult,4056.0,57.00117045524551,Chris,male,question,,,,3,Eng-NA,3.0,eng,Hall
144,2561682,4062,1265,6421,57,is Eddy in yet,4,be Eddy in yet,cop n:prop prep adv,MAD,Male,Adult,4056.0,57.00117045524551,Chris,male,question,,,,3,Eng-NA,5.0,eng,Hall
145,2561709,4067,1266,6421,57,yeah I am,3,yeah I be,co pro:sub aux,FAD,Female,Adult,4056.0,57.00117045524551,Chris,male,declarative,,,,3,Eng-NA,4.0,eng,Hall
146,2561782,4062,1270,6421,57,he's in today,3,he in today,pro:sub prep adv:tem,MAD,Male,Adult,4056.0,57.00117045524551,Chris,male,declarative,,,,3,Eng-NA,4.0,eng,Hall
147,2561797,4067,1271,6421,57,but I have a few minutes,6,but I have a few minute,conj pro:sub v det:art qn n,FAD,Female,Adult,4056.0,57.00117045524551,Chris,male,imperative_emphatic,,,,3,Eng-NA,7.0,eng,Hall
148,2567938,4334,484,6442,57,yeah,1,yeah,co,MAD,Male,Adult,4329.0,57.00117045524551,Julia,female,declarative,,,,3,Eng-NA,1.0,eng,Hall
149,2567946,4339,485,6442,57,take care,2,take care,v n,FAD,Female,Adult,4329.0,57.00117045524551,Julia,female,declarative,,,,3,Eng-NA,2.0,eng,Hall
150,2591602,4107,2288,6424,57,you're gonna be facing Jason and it'll be nicer you'll see his nice handsome face,15,you gonna be face Jason and it be nice you see his nice handsome face,pro:per mod:aux aux part n:prop coord pro:per aux adj pro:per co det:poss adj adj n,TCA,Teacher's_Aide,Adult,4091.0,57.00117045524551,Kip,male,declarative,,,,3,Eng-NA,20.0,eng,Hall
151,2591657,4100,2289,6424,57,no I said I xxx,5,no I say I,co pro:sub v pro:sub,MAD,Male,Adult,4091.0,57.00117045524551,Kip,male,declarative,,,,3,Eng-NA,5.0,eng,Hall
152,2661098,4377,204,6447,57,so happy birthday Tony today's your birthday right,8,so happy Tony today your right,adv adj n:prop adv:tem det:poss adj,FAD,Female,Adult,4025.0,57.00117045524551,Tony,male,question,,,,3,Eng-NA,7.0,eng,Hall
153,2661125,4374,205,6447,57,howdy,1,howdy,co,MAD,Male,Adult,4025.0,57.00117045524551,Tony,male,declarative,,,,3,Eng-NA,1.0,eng,Hall
154,2668678,4377,621,6447,57,is the xxx come here xxx,6,be the come here,cop det:art v adv,FAD,Female,Adult,4025.0,57.00117045524551,Tony,male,declarative,,,,3,Eng-NA,5.0,eng,Hall
